,Vehicle Class,Coverage,Renew Offer Type,Employment Status,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value,Gender,Location Code,Policy Duration (Months)
5314,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,7,79.0,568.8,79880.0,6310.400194,M,Suburban,68
4392,Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,82.0,350.325879,46435.0,3245.332058,M,Urban,20
2311,Two-Door Car,Basic,Offer3,Employed,Married,College,2,71.0,256.268091,55390.0,16874.32815,M,Urban,29
1776,Four-Door Car,Basic,Offer3,Employed,Single,High School or Below,1,63.0,188.325603,86617.0,2518.112127,M,Urban,10
1372,Four-Door Car,Extended,Offer1,Employed,Divorced,Bachelor,1,80.0,421.484456,53984.0,3214.979402,M,Suburban,62
3011,Four-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,1,64.0,50.359627,92401.0,2537.383207,M,Rural,37
1773,SUV,Extended,Offer2,Employed,Married,Master,3,129.0,347.075948,58327.0,10364.34749,F,Urban,5
4759,Sports Car,Extended,Offer1,Employed,Married,College,1,131.0,628.8,93087.0,5227.101938,F,Suburban,25
2642,Four-Door Car,Basic,Offer1,Employed,Single,Master,6,68.0,159.631303,49414.0,4999.34581,M,Rural,82
3514,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,63.0,302.4,29444.0,2480.529264,F,Suburban,84
2756,Four-Door Car,Extended,Offer1,Medical Leave,Married,High School or Below,7,83.0,398.4,19831.0,6438.995346,M,Suburban,88
737,Two-Door Car,Basic,Offer1,Disabled,Single,High School or Below,3,61.0,292.8,11904.0,4254.620669,F,Suburban,11
4386,SUV,Basic,Offer2,Employed,Married,Master,1,103.0,141.199465,77048.0,4191.966092,M,Rural,41
5131,SUV,Extended,Offer1,Medical Leave,Married,Bachelor,3,127.0,8.312729,17514.0,9753.307106,F,Rural,5
4707,Four-Door Car,Extended,Offer3,Employed,Married,College,5,77.0,369.6,26787.0,6121.107929,F,Suburban,50
381,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,5,69.0,331.2,83576.0,5557.934118,F,Suburban,72
4161,SUV,Basic,Offer1,Employed,Married,Bachelor,1,102.0,344.736945,86101.0,4117.4697,F,Urban,73
2781,SUV,Basic,Offer1,Employed,Married,College,3,118.0,161.590594,87840.0,9419.883665,M,Rural,42
5067,Four-Door Car,Extended,Offer1,Employed,Married,College,2,96.0,673.780804,45743.0,11280.72641,M,Suburban,81
3290,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,63.0,302.4,84495.0,2542.06388,F,Suburban,61
5296,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,2,69.0,70.031111,66825.0,24967.75842,M,Rural,47
2002,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,2,76.0,165.958605,35158.0,15025.19126,F,Rural,27
4384,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,4,83.0,398.4,72661.0,6639.328932,F,Suburban,21
303,SUV,Extended,Offer2,Employed,Single,Bachelor,1,130.0,624.0,48567.0,5015.009472,F,Suburban,15
578,SUV,Basic,Offer1,Employed,Married,Bachelor,3,112.0,537.6,37573.0,8516.751366,M,Suburban,21
1810,Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,6,93.0,398.100233,30250.0,7366.093547,M,Urban,98
169,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,8,66.0,130.697268,66203.0,5297.918924,F,Rural,38
3361,Four-Door Car,Basic,Offer1,Disabled,Married,College,1,62.0,297.6,25064.0,2357.747015,M,Suburban,34
4231,Four-Door Car,Premium,Offer3,Employed,Married,High School or Below,5,103.0,99.143241,78189.0,8294.968932,M,Rural,10
3586,Two-Door Car,Extended,Offer1,Employed,Married,High School or Below,5,76.0,166.1306,41859.0,5994.226432,M,Rural,58
2202,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,2,92.0,441.6,55994.0,10714.21449,M,Suburban,75
4284,SUV,Basic,Offer2,Employed,Single,Bachelor,2,100.0,455.851876,20742.0,11177.7521,M,Urban,52
3076,Two-Door Car,Basic,Offer3,Employed,Married,Master,6,73.0,66.568642,92163.0,5923.117229,F,Rural,79
636,Luxury Car,Basic,Offer1,Employed,Married,College,2,181.0,868.8,37748.0,41491.74481,M,Suburban,22
1777,Four-Door Car,Basic,Offer3,Employed,Married,College,1,66.0,159.756733,94041.0,2667.270014,F,Rural,11
3202,Sports Car,Extended,Offer1,Employed,Single,High School or Below,1,132.0,429.860895,81850.0,5275.056933,F,Urban,75
4129,Four-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,1,71.0,340.8,21606.0,2534.306443,M,Suburban,22
3519,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,65.0,45.152521,32303.0,7694.064293,F,Rural,34
274,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,2,65.0,254.223496,42862.0,23435.72605,F,Urban,29
1657,Sports Car,Premium,Offer2,Employed,Married,High School or Below,7,141.0,232.242326,62935.0,11314.24394,F,Rural,27
5112,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,7,74.0,532.8,93715.0,6044.020038,F,Suburban,88
4462,Two-Door Car,Premium,Offer2,Employed,Married,High School or Below,3,111.0,532.8,76184.0,9002.409572,M,Suburban,19
5433,Sports Car,Basic,Offer2,Employed,Married,College,2,118.0,566.4,58988.0,14140.55885,F,Suburban,76
1492,Four-Door Car,Basic,Offer3,Employed,Single,High School or Below,3,71.0,23.89816,77912.0,5623.757656,F,Rural,21
5388,Sports Car,Extended,Offer1,Employed,Married,Bachelor,6,131.0,277.448968,67134.0,10339.59799,M,Rural,63
2827,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,69.0,279.51121,56021.0,8232.760182,M,Urban,38
548,Four-Door Car,Basic,Offer4,Employed,Married,Master,2,63.0,65.845112,80540.0,22758.91192,M,Rural,74
4223,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,9,65.0,312.0,92589.0,5279.478432,F,Suburban,20
4276,Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,3,84.0,25.961213,80979.0,6622.05254,F,Rural,27
3396,Four-Door Car,Premium,Offer3,Employed,Married,College,1,105.0,77.479316,42512.0,4049.807215,M,Rural,72
3134,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,5,63.0,104.454624,75248.0,5011.259184,M,Rural,71
4882,Four-Door Car,Extended,Offer2,Employed,Married,College,4,78.0,116.237322,89411.0,6298.177143,F,Rural,99
157,Two-Door Car,Basic,Offer1,Employed,Married,High School or Below,2,69.0,222.791933,59597.0,8267.848845,M,Urban,59
2095,Four-Door Car,Basic,Offer3,Employed,Married,College,1,61.0,292.8,27093.0,2424.424678,M,Suburban,19
2629,Four-Door Car,Extended,Offer2,Employed,Married,Doctor,1,97.0,451.319227,30821.0,3911.118202,M,Urban,59
1415,SUV,Premium,Offer3,Employed,Married,Bachelor,1,186.0,892.8,34161.0,7180.270931,F,Suburban,10
3435,Four-Door Car,Basic,Offer2,Employed,Single,Master,2,70.0,48.304125,99241.0,22325.82746,M,Rural,27
2727,Four-Door Car,Extended,Offer1,Employed,Married,College,1,99.0,525.515271,54964.0,3991.727249,F,Suburban,53
5306,SUV,Basic,Offer1,Employed,Single,Bachelor,2,117.0,561.6,43720.0,13448.80973,M,Suburban,90
804,Four-Door Car,Extended,Offer3,Employed,Single,Bachelor,3,94.0,303.098944,59940.0,7412.135256,F,Urban,9
2173,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,79.0,494.187643,58851.0,18943.26899,M,Suburban,33
3728,Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,2,64.0,9.163065,71879.0,22693.29076,F,Rural,64
1468,SUV,Basic,Offer1,Medical Leave,Married,High School or Below,2,110.0,528.0,12607.0,12516.92188,M,Suburban,20
5128,Two-Door Car,Premium,Offer3,Employed,Married,Master,3,117.0,561.6,39770.0,9393.968332,F,Suburban,37
5461,SUV,Extended,Offer4,Employed,Married,College,1,138.0,114.743547,76927.0,5583.575264,M,Rural,46
1888,Luxury Car,Basic,Offer3,Employed,Married,High School or Below,1,187.0,32.874675,62810.0,7408.167551,M,Rural,22
3866,Four-Door Car,Basic,Offer3,Employed,Married,College,8,70.0,250.423844,53295.0,5568.889245,F,Urban,97
648,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,9,86.0,465.633954,37839.0,6806.491395,M,Suburban,77
1528,Four-Door Car,Extended,Offer4,Employed,Divorced,College,1,78.0,357.757645,88782.0,3118.927949,F,Urban,38
4552,Luxury SUV,Basic,Offer3,Employed,Single,High School or Below,3,192.0,921.6,28262.0,15023.59858,M,Suburban,77
2707,Four-Door Car,Basic,Offer3,Employed,Married,College,6,65.0,312.0,58443.0,5143.647642,M,Suburban,71
1054,SUV,Basic,Offer1,Employed,Married,Bachelor,1,104.0,499.2,56901.0,4167.419574,F,Suburban,82
4445,Four-Door Car,Extended,Offer3,Employed,Single,College,1,77.0,154.907769,75180.0,3038.829992,F,Rural,30
4758,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,3,81.0,160.598662,37548.0,6457.560953,M,Rural,9
5020,SUV,Basic,Offer2,Employed,Married,Bachelor,1,100.0,207.510821,33282.0,3944.231185,F,Rural,66
4396,Four-Door Car,Basic,Offer1,Medical Leave,Married,Master,2,68.0,465.41477,21876.0,7771.158973,M,Suburban,28
4489,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2,70.0,433.38842,36554.0,8110.536059,M,Suburban,62
1495,Four-Door Car,Premium,Offer1,Employed,Married,Bachelor,2,112.0,537.6,48804.0,13057.17071,M,Suburban,4
2791,Two-Door Car,Extended,Offer2,Employed,Married,Doctor,4,96.0,689.507724,61726.0,7540.911474,M,Suburban,30
3779,SUV,Basic,Offer3,Employed,Married,Bachelor,1,114.0,412.884282,39426.0,4521.190551,M,Urban,12
5186,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,99.0,475.2,82320.0,27443.47482,M,Suburban,2
5272,SUV,Basic,Offer2,Employed,Divorced,College,2,102.0,694.078608,33345.0,12105.29422,M,Suburban,37
2602,Four-Door Car,Premium,Offer2,Employed,Married,Bachelor,1,117.0,784.186389,60466.0,4666.643522,M,Suburban,3
1522,SUV,Extended,Offer1,Employed,Divorced,High School or Below,1,129.0,619.2,55645.0,5154.051492,F,Suburban,33
172,Four-Door Car,Basic,Offer3,Employed,Married,College,2,61.0,292.8,29491.0,7347.410517,F,Suburban,62
3336,Two-Door Car,Basic,Offer4,Employed,Married,Doctor,1,67.0,321.6,74592.0,2727.520769,F,Suburban,30
2420,Sports Car,Basic,Offer2,Employed,Married,Bachelor,1,117.0,84.024413,28358.0,4639.981638,F,Rural,37
1261,Sports Car,Extended,Offer2,Employed,Single,Bachelor,2,122.0,585.6,31189.0,14244.73069,F,Suburban,10
4331,Two-Door Car,Basic,Offer3,Employed,Married,College,1,73.0,383.789732,20852.0,2927.516316,F,Suburban,6
2907,Four-Door Car,Extended,Offer2,Employed,Married,Doctor,7,83.0,83.652384,57240.0,6696.903521,F,Rural,79
3303,Four-Door Car,Basic,Offer1,Employed,Divorced,Master,1,71.0,395.328407,91368.0,2864.544017,F,Suburban,95
42,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,67.0,321.6,57117.0,2656.99458,M,Suburban,29
4059,SUV,Extended,Offer1,Disabled,Married,High School or Below,7,127.0,609.6,13411.0,9416.28441,M,Suburban,81
5630,Four-Door Car,Basic,Offer1,Retired,Divorced,High School or Below,9,68.0,326.4,20862.0,4794.481412,M,Suburban,69
2242,SUV,Basic,Offer3,Employed,Married,High School or Below,1,102.0,371.802628,28466.0,4067.004737,F,Urban,91
5607,Two-Door Car,Premium,Offer2,Employed,Married,Bachelor,2,101.0,284.667612,43324.0,12047.775,F,Urban,17
2737,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,3,72.0,465.763576,26811.0,5700.761833,F,Suburban,82
2713,Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,63.0,106.647493,41082.0,15147.93055,F,Rural,94
3337,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,3,81.0,109.032565,89285.0,6496.197101,M,Rural,3
3721,SUV,Basic,Offer2,Employed,Divorced,High School or Below,3,116.0,556.8,71416.0,9277.233839,F,Suburban,0
108,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,9,84.0,114.815893,22244.0,6686.128629,M,Rural,59
4861,Two-Door Car,Basic,Offer3,Employed,Divorced,College,1,74.0,355.2,42247.0,2879.505701,M,Suburban,52
3224,Four-Door Car,Basic,Offer4,Employed,Married,Master,9,65.0,155.570802,70446.0,5275.626956,F,Rural,99
3921,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,71.0,166.123172,40706.0,2858.452328,F,Rural,96
1115,Four-Door Car,Basic,Offer2,Employed,Married,College,1,73.0,374.864662,51906.0,2890.338106,M,Suburban,78
3813,Two-Door Car,Basic,Offer2,Medical Leave,Married,College,7,65.0,118.446235,23285.0,4942.630606,F,Rural,22
4401,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,63.0,293.070538,38667.0,2487.649473,M,Urban,21
2144,SUV,Basic,Offer2,Employed,Married,College,4,102.0,138.722385,85840.0,8205.387936,F,Rural,79
1818,Four-Door Car,Basic,Offer1,Employed,Single,College,3,66.0,316.8,96668.0,5272.191556,F,Suburban,95
4539,SUV,Basic,Offer4,Disabled,Divorced,College,1,117.0,561.6,11689.0,4163.79336,M,Suburban,46
5156,SUV,Basic,Offer1,Employed,Married,Bachelor,6,119.0,466.122541,34115.0,9422.974113,F,Urban,73
1605,Four-Door Car,Basic,Offer1,Employed,Divorced,College,9,62.0,102.466444,39429.0,4860.910322,F,Rural,6
4105,Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,3,70.0,242.320409,41186.0,5100.737803,M,Urban,29
5444,Sports Car,Basic,Offer4,Employed,Married,Master,1,110.0,528.0,48015.0,4387.31087,M,Suburban,57
342,Two-Door Car,Basic,Offer1,Employed,Single,College,3,70.0,42.238585,81064.0,5328.835851,F,Rural,4
1634,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,65.0,178.408186,92038.0,2562.604728,M,Urban,44
2271,Four-Door Car,Basic,Offer2,Employed,Married,College,1,62.0,297.6,32931.0,2435.689035,M,Suburban,45
2947,Four-Door Car,Extended,Offer4,Employed,Married,College,1,93.0,446.4,75132.0,3730.144916,M,Suburban,33
5304,Four-Door Car,Premium,Offer4,Employed,Married,Bachelor,1,102.0,631.402071,46928.0,4063.331688,F,Suburban,15
1556,SUV,Premium,Offer1,Disabled,Divorced,Master,8,181.0,1261.319869,16181.0,13736.1325,F,Suburban,79
961,SUV,Basic,Offer4,Employed,Married,College,6,101.0,484.8,42124.0,8062.546117,M,Suburban,78
5098,SUV,Basic,Offer4,Employed,Married,Doctor,1,111.0,520.036279,53519.0,4472.334422,F,Urban,37
4225,Sports Car,Extended,Offer3,Employed,Married,Doctor,3,131.0,730.373515,27458.0,10548.53703,F,Suburban,62
1749,Four-Door Car,Extended,Offer4,Employed,Single,College,2,86.0,425.662574,30430.0,9707.647552,M,Suburban,77
2973,Four-Door Car,Extended,Offer2,Employed,Married,Doctor,2,89.0,383.508096,23576.0,31864.8589,M,Urban,72
1910,SUV,Basic,Offer2,Employed,Married,Bachelor,1,112.0,339.048157,50909.0,4465.604359,F,Urban,39
2837,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,72.0,202.81373,76214.0,8676.698631,M,Urban,48
4837,SUV,Basic,Offer2,Employed,Married,High School or Below,3,105.0,504.0,33321.0,8260.639809,M,Suburban,2
1559,Two-Door Car,Premium,Offer3,Disabled,Married,College,1,110.0,639.769748,17572.0,4318.433036,F,Suburban,35
2064,Four-Door Car,Basic,Offer2,Employed,Married,College,1,64.0,307.2,58652.0,2389.774148,M,Suburban,75
2350,Four-Door Car,Extended,Offer2,Employed,Single,Doctor,1,89.0,427.2,73853.0,3571.34607,F,Suburban,35
704,Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,86.0,212.391975,64348.0,3435.25008,F,Rural,18
763,Four-Door Car,Premium,Offer1,Medical Leave,Married,College,1,115.0,611.941558,15462.0,4506.485006,F,Suburban,18
360,Four-Door Car,Basic,Offer2,Employed,Married,College,9,72.0,476.156957,41770.0,5720.765064,M,Suburban,60
867,Four-Door Car,Basic,Offer1,Medical Leave,Married,College,3,73.0,350.4,22520.0,5498.940679,M,Suburban,64
2904,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,65.0,312.0,47346.0,2548.842787,M,Suburban,35
1190,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,1,97.0,558.099357,66676.0,3919.366722,F,Suburban,40
5424,SUV,Extended,Offer1,Employed,Married,High School or Below,7,133.0,107.645982,74835.0,10760.17612,F,Rural,89
237,Two-Door Car,Basic,Offer2,Employed,Married,Master,7,70.0,72.617605,90353.0,5680.467468,M,Rural,64
3642,Two-Door Car,Basic,Offer2,Medical Leave,Married,Master,2,68.0,383.890867,15505.0,21480.81781,F,Suburban,2
2543,Four-Door Car,Basic,Offer1,Employed,Married,College,9,71.0,97.410282,32403.0,5583.830065,F,Rural,47
3768,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,3,79.0,379.2,24477.0,6289.946999,F,Suburban,32
4879,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,3,61.0,9.050204,55593.0,4869.240839,F,Rural,52
5503,SUV,Basic,Offer2,Employed,Married,Doctor,1,105.0,429.695284,25581.0,4194.659772,F,Urban,21
41,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,1,68.0,291.91645,59961.0,2640.58732,M,Urban,7
4397,Sports Car,Basic,Offer2,Disabled,Divorced,College,3,111.0,532.8,21829.0,8579.889155,F,Suburban,59
4565,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,6,66.0,316.8,21952.0,5207.640754,F,Suburban,31
2718,SUV,Basic,Offer1,Employed,Married,High School or Below,6,108.0,367.150034,88294.0,8693.649178,M,Urban,50
5256,Four-Door Car,Basic,Offer4,Employed,Married,College,2,67.0,301.60252,40639.0,7981.444703,F,Urban,77
601,Two-Door Car,Basic,Offer3,Employed,Divorced,High School or Below,1,61.0,130.775164,75449.0,2442.200921,F,Rural,31
1143,Four-Door Car,Basic,Offer1,Medical Leave,Married,High School or Below,8,65.0,468.0,21638.0,4960.548942,M,Suburban,81
2478,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,63.0,302.4,34095.0,7615.381271,F,Suburban,99
3631,Two-Door Car,Extended,Offer4,Medical Leave,Married,College,1,76.0,364.8,23830.0,2776.842204,M,Suburban,22
3003,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,2,74.0,355.2,48448.0,20230.9675,M,Suburban,11
2022,Sports Car,Premium,Offer1,Employed,Married,College,5,196.0,940.8,51675.0,15477.27854,M,Suburban,86
2169,Sports Car,Premium,Offer1,Employed,Married,Bachelor,1,153.0,734.4,42800.0,6102.307214,F,Suburban,11
5076,Two-Door Car,Basic,Offer1,Employed,Single,High School or Below,4,62.0,409.425049,22236.0,4876.315707,F,Suburban,45
817,Four-Door Car,Extended,Offer1,Employed,Single,Bachelor,3,93.0,56.692777,37751.0,7249.065093,F,Rural,42
1809,Four-Door Car,Basic,Offer3,Employed,Divorced,Bachelor,7,68.0,326.4,31561.0,5324.38786,F,Suburban,62
3678,Four-Door Car,Basic,Offer2,Employed,Divorced,High School or Below,3,62.0,266.932542,82093.0,4942.873707,M,Urban,3
4778,Two-Door Car,Extended,Offer1,Employed,Single,College,1,92.0,227.221652,40097.0,3289.120863,M,Rural,35
4373,Four-Door Car,Basic,Offer3,Medical Leave,Married,College,1,65.0,312.0,17658.0,2511.944048,M,Suburban,44
1138,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,3,61.0,404.074203,26747.0,4759.624343,M,Suburban,44
4367,Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,3,70.0,307.963291,77493.0,5610.96434,F,Urban,35
4081,Four-Door Car,Premium,Offer1,Employed,Single,High School or Below,3,116.0,556.8,41539.0,9007.431501,M,Suburban,35
1812,Two-Door Car,Basic,Offer1,Employed,Single,College,2,72.0,313.366255,86901.0,25805.50599,F,Urban,73
3562,SUV,Basic,Offer2,Employed,Married,Bachelor,1,118.0,134.801691,83413.0,4743.694528,F,Rural,1
116,Four-Door Car,Premium,Offer2,Employed,Divorced,Bachelor,1,101.0,668.773522,75007.0,3985.547406,M,Suburban,19
760,Four-Door Car,Basic,Offer3,Medical Leave,Married,Bachelor,2,66.0,316.8,14382.0,12390.47778,M,Suburban,48
3876,Four-Door Car,Basic,Offer3,Employed,Married,College,2,64.0,445.287788,55437.0,17857.97233,M,Suburban,78
1734,Sports Car,Basic,Offer4,Retired,Divorced,College,2,117.0,561.6,13624.0,27937.75093,M,Suburban,11
1508,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,1,63.0,302.4,61402.0,2506.021971,F,Suburban,56
6,Four-Door Car,Premium,Offer2,Employed,Married,High School or Below,2,101.0,584.567645,25419.0,12052.98409,F,Suburban,18
865,Four-Door Car,Extended,Offer1,Employed,Married,Master,1,88.0,55.510526,58557.0,3554.845264,F,Rural,83
973,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,1,69.0,282.151207,48269.0,2683.470677,F,Urban,79
3445,SUV,Basic,Offer3,Employed,Single,High School or Below,2,116.0,122.017931,62634.0,13776.74135,M,Rural,89
3890,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,3,61.0,93.181865,39310.0,4836.892172,M,Rural,89
595,Two-Door Car,Basic,Offer1,Employed,Divorced,College,1,66.0,316.8,72302.0,2616.613903,M,Suburban,27
3269,Two-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,76.0,254.984946,79253.0,3034.797717,M,Urban,7
2878,Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,1,65.0,251.321448,93987.0,2619.478929,F,Urban,1
5382,Four-Door Car,Basic,Offer4,Employed,Divorced,Doctor,3,66.0,186.387874,82601.0,5308.291752,M,Urban,38
3132,Two-Door Car,Basic,Offer4,Employed,Divorced,College,1,71.0,307.68931,50985.0,2776.582901,F,Urban,31
2233,Four-Door Car,Basic,Offer4,Medical Leave,Single,High School or Below,8,74.0,532.8,10629.0,5274.20076,M,Suburban,15
3246,Two-Door Car,Basic,Offer3,Employed,Single,Bachelor,4,74.0,472.500375,33137.0,5644.474853,M,Suburban,8
5495,Four-Door Car,Extended,Offer1,Employed,Divorced,College,2,91.0,436.8,39135.0,10745.97948,M,Suburban,56
1714,SUV,Basic,Offer3,Employed,Married,High School or Below,2,101.0,410.508316,42995.0,11982.42085,M,Urban,22
1856,Four-Door Car,Extended,Offer1,Disabled,Married,High School or Below,1,91.0,580.622219,16711.0,3499.988408,M,Suburban,50
5658,Four-Door Car,Extended,Offer1,Employed,Married,College,6,97.0,378.5566,83000.0,7786.676381,F,Urban,76
4353,Four-Door Car,Premium,Offer1,Medical Leave,Married,College,2,113.0,807.721213,11854.0,13118.74322,F,Suburban,64
1490,Four-Door Car,Basic,Offer2,Employed,Single,College,7,74.0,5.746657,60689.0,5799.826802,M,Rural,67
